report_number,driver_at_fault,speed_limit,vehicle_year
HA2388000G,Yes,40,2007
DD56120012,No,35,2013
MCP3020000Z,Yes,15,2008
MCP29370022,No,40,2016
MCP29370022,Yes,40,1994
MCP2428000M,Yes,15,2011
MCP2428000M,No,15,2013
EJ7846002B,No,35,2005
EJ7846002B,Yes,35,2012
DD56050043,No,40,2017
DD56050043,Yes,40,2013
MCP29520047,No,15,2007
MCP29520047,Yes,15,2003
MCP2503000V,Yes,45,2006
MCP1400000P,Yes,30,2006
MCP2790001F,Yes,35,1997
EJ7833003T,No,25,2013
EJ7833003T,Yes,25,2006
MCP2658001X,Yes,40,1999
MCP2348002W,Yes,25,2012
MCP2348002W,No,25,1997
MCP2738002J,Yes,35,2009
MCP2738002J,No,35,2012
MCP2420002K,Yes,40,1999
MCP2420002K,No,40,2013
DM8447001Z,Yes,35,2012
DM8447001Z,No,35,2006
MCP2971002W,No,35,2000
MCP2971002W,Yes,35,2011
MCP2971002W,No,35,2006
MCP2878002X,Yes,15,2013
MCP2878002X,No,15,2007
MCP28270036,No,40,2006
MCP28270036,Yes,40,2017
MCP2420002J,Yes,0,2004
EJ78550023,Yes,25,2007
EJ78550023,No,25,2004
MCP229800F8,No,40,2017
MCP229800F8,Yes,40,2013
MCP2116006P,No,15,1999
MCP29050030,Yes,45,2006
MCP29050030,No,45,2017
MCP29050030,No,45,2015
MCP28270035,No,25,2007
MCP28270035,Yes,25,2004
MCP30190014,Yes,30,2008
MCP2813003C,No,0,2011
MCP2813003C,Yes,15,2002
MCP137800HQ,No,30,2008
MCP137800HQ,Yes,30,2011
MCP1309000M,No,10,2006
MCP1309000M,Yes,10,2000
DD56140037,No,40,2017
DD56140037,Yes,40,2011
MCP20590047,Yes,10,2014
MCP20590047,No,10,2008
MCP9321001J,Yes,35,2003
MCP2087001R,No,30,2003
MCP2087001R,Yes,30,1992
MCP9113002W,Yes,30,2017
MCP2583000K,Yes,25,2011
MCP2583000K,No,25,2011
MCP9422000L,Yes,35,2014
MCP9422000L,No,35,2011
MCP21340015,No,55,2006
MCP21340015,Yes,55,2006
MCP30180016,Yes,40,2015
MCP30180016,No,40,2002
MCP93110015,Yes,30,2005
MCP93110015,No,30,2013
MCP2791003F,Yes,35,2017
DM8447001Y,No,35,2016
DM8447001Y,Yes,35,2008
MCP2539000X,Yes,25,2003
MCP2539000X,Yes,25,2001
MCP2658001W,Yes,25,2014
MCP29060011,Yes,30,2012
MCP29060011,No,30,1999
MCP28930039,Yes,40,1994
MCP28930039,No,40,2017
DD5603004B,Yes,40,2004
MCP2740003D,Yes,55,2012
MCP2740003D,No,55,2006
MCP2861002S,Yes,35,2004
MCP2861002S,No,35,2003
MCP28270034,No,40,2017
MCP28270034,Yes,40,2013
MCP2968001Q,Unknown,35,2004
MCP2968001Q,No,35,2009
MCP2968001Q,Unknown,35,2010
MCP29060010,Unknown,35,2004
MCP29060010,No,35,2011
MCP137800HN,Yes,15,2002
MCP137800HN,No,15,2015
MCP2971002V,Yes,40,2004
MCP2971002V,No,40,2014
MCP2286001P,Yes,25,2009
MCP2286001P,No,25,2009
DD5583002V,Yes,30,2001
MCP2565004N,Yes,45,2005
MCP2565004N,No,45,2006
MCP2212002F,Yes,30,2003
MCP2866003W,Yes,25,2016
MCP2866003W,No,25,2007
MCP2425009Z,No,0,2015
MCP2425009Z,Yes,0,2011
MCP94170024,Unknown,40,2009
MCP94170024,Unknown,35,2011
MCP27260027,Yes,40,2014
MCP9130003P,Yes,40,2017
MCP9130003P,No,40,2012
EJ7851002M,Yes,40,2006
EJ7851002M,No,40,2007
EJ78260029,Yes,35,2001
EJ78260029,No,35,2011
MCP23700036,No,40,2012
MCP23700036,Yes,40,1990
MCP10640067,No,45,2017
MCP10640067,Yes,45,2014
MCP9422000K,No,35,2017
MCP9422000K,Yes,35,2009
MCP1491000J,Yes,40,2015
MCP1491000J,No,40,2008
MCP2231003G,Yes,25,2010
MCP0539002Y,Yes,40,2009
MCP0539002Y,No,40,2013
MCP1015000Y,Yes,15,2005
MCP3020000Y,Yes,25,2006
DD5606004H,Yes,30,2014
MCP2848004Z,Yes,10,2013
MCP2087001P,Yes,30,1997
MCP2727001L,No,35,2015
MCP2727001L,Yes,25,2009
MCP2087001Q,Yes,35,2013
MCP2087001Q,No,35,2011
MCP26820014,No,35,2016
MCP26820014,Yes,35,2008
MCP1366006C,Yes,0,2002
MCP1366006C,No,0,2008
MCP9422000J,No,35,2017
MCP9422000J,Yes,35,2014
MCP30210012,No,35,2001
MCP30210012,Yes,35,2010
DM84210013,Yes,15,2010
MCP1015000X,Yes,25,2008
MCP06860004,Yes,30,2011
DD56230005,No,30,2014
DM8374001J,No,5,2000
DM8374001J,Yes,25,2014
MCP28010022,Yes,25,2010
MCP2951002D,Yes,35,2015
MCP27280040,Yes,35,2010
MCP27280040,No,35,2013
DM8453000W,Yes,35,0
DD56140036,Yes,30,2003
DM8453000W,No,35,2001
MCP30220011,Yes,40,2009
MCP30220011,No,40,2007
MCP28310024,Yes,30,2005
MCP28310024,No,30,2006
EJ7818000M,No,25,2017
EJ7818000M,Yes,25,2012
MCP28310022,No,35,1999
MCP28310022,No,35,2005
MCP28310022,Yes,35,2012
DD56170012,No,40,2014
DD56170012,Yes,40,2011
DD56030049,No,30,2004
DD56030049,Yes,30,2004
MCP30370016,Yes,40,2011
MCP30370016,No,40,2009
MCP30370016,No,40,2012
MCP2738002H,No,50,2006
MCP2738002H,No,50,2015
MCP2738002H,Yes,50,2017
MCP2631001N,Yes,0,2010
MCP2399001D,No,10,2009
MCP2399001D,Yes,10,2005
DD5615003X,Yes,45,2002
DD5615003X,No,45,2011
MCP2753002P,Yes,25,2005
MCP2753002P,No,25,2015
MCP2425009X,Yes,0,2005
MCP10640066,Yes,25,2007
MCP10640066,No,25,2017
DD5502003J,No,25,2012
DD5502003J,Yes,30,2008
DD56100031,No,35,2009
DD56100031,Yes,35,2015
MCP2727001K,No,40,2005
MCP2727001K,Yes,40,2010
MCP27260026,Yes,40,2004
MCP27260026,No,40,2005
MCP27260026,No,30,2007
MCP28450032,No,40,2007
MCP28450032,Yes,40,2005
MCP9428001L,No,25,2005
MCP9428001L,Yes,25,2014
DD56110036,No,30,2005
DD56110036,Yes,30,2004
MCP1382003G,Yes,30,2008
MCP1382003G,No,30,2012
MCP28450031,No,35,2006
MCP28450031,Yes,35,2016
MCP15630040,Yes,0,2015
MCP2568000B,Yes,35,2007
MCP91180010,Yes,25,2008
MCP1554002D,Yes,40,2013
MCP1554002D,No,40,2012
MCP1554002D,No,40,2015
MCP15630042,Yes,25,2010
MCP15630042,No,30,2007
MCP271700CS,Yes,25,2003
MCP2395000P,Yes,30,2014
MCP2455001W,Yes,35,2009
MCP2455001W,No,35,2015
MCP2565004M,No,25,2006
MCP2565004M,Yes,25,2017
MCP15630041,Yes,30,0
MCP15630041,No,30,2013
MCP2244001X,Yes,0,2011
MCP2847001Z,No,40,2015
MCP1022007N,Yes,40,2000
MCP1022007N,No,40,2005
MCP137800HM,No,35,2005
MCP137800HM,Yes,35,2008
MCP2812002F,Yes,15,2011
MCP2812002F,No,15,2012
MCP2894003W,No,25,2010
MCP2894003W,Yes,25,2000
MCP1438004T,Yes,20,2006
DM8445001N,Unknown,35,2015
MCP08720017,Yes,35,2006
MCP08720017,No,35,2007
MCP3027000X,No,30,2013
MCP3027000X,No,30,2007
MCP3027000X,Yes,30,2010
DM8451001C,No,30,2007
MCP30260019,Yes,55,2000
MCP30260019,No,55,1997
MCP30260019,No,55,2016
MCP30260019,No,55,2017
MCP1438004S,Yes,45,2016
MCP1438004S,No,45,2010
MCP1575005H,Yes,40,2006
MCP1221003R,Yes,55,2007
MCP1221003R,No,55,2008
MCP1221003R,No,55,2010
MCP2867004F,Yes,40,2016
MCP2867004F,No,40,1999
MCP2739001H,Yes,45,2003
MCP2739001H,No,45,2011
MCP9392000M,Yes,30,2015
MCP24220029,No,40,2015
MCP24220029,Yes,40,1999
MCP29140052,Yes,25,2009
MCP29140052,Yes,25,2005
MCP2881002F,Yes,5,2015
MCP2881002F,No,0,1998
MCP2948001P,Yes,35,2010
MCP2948001P,No,35,2010
MCP2162002F,No,35,2017
MCP2162002F,Yes,35,2004
MCP1563003Z,Yes,35,2009
MCP1563003Z,No,35,2016
DD55380032,Yes,40,2007
DD55380032,No,40,2010
MCP29820022,Yes,5,2012
MCP2904003S,No,35,2016
MCP2904003S,Yes,35,2010
MCP94420010,Yes,35,2005
MCP94420010,No,35,2013
MCP2456001Z,No,45,2008
MCP2456001Z,Yes,45,2008
MCP2651001F,Yes,40,2016
MCP2651001F,No,40,2008
MCP25860033,Yes,25,2007
MCP25860033,No,25,2010
EJ7777001D,Yes,5,0
MCP2832002Z,Yes,30,1999
MCP2832002Z,No,30,2015
MCP0617001R,No,40,2011
MCP0617001R,Yes,25,2003
MCP2704000S,No,35,2017
MCP2704000S,Yes,35,2006
MCP15190028,Yes,30,2008
MCP2358003P,No,35,2011
MCP1099001H,Yes,45,2005
MCP28590049,Yes,15,2004
DM8386000W,No,30,2012
DM8386000W,Yes,35,2017
DM8386000W,No,35,2010
MCP2798003G,Yes,25,2007
MCP2737002K,Yes,30,2015
MCP2244001V,Yes,40,2008
MCP2244001V,No,40,2005
EJ7856003J,Yes,35,2015
EJ7856003J,No,35,2009
MCP27670034,Yes,45,2017
MCP3040000W,Yes,40,2008
MCP27080027,Yes,40,2007
MCP27080027,No,40,2017
MCP2395000Q,Yes,0,2014
MCP2191001V,Yes,40,2005
EJ77620008,Yes,35,2017
EJ77620008,No,35,2013
MCP30230010,No,30,2003
MCP30230010,No,30,2008
MCP30230010,Yes,30,2017
MCP3023000Z,No,30,2003
MCP3023000Z,Yes,30,2014
MCP0617001Q,No,30,2010
MCP0617001Q,Yes,30,2003
MCP11740029,Yes,35,2011
MCP11740029,No,35,2008
MCP3044001K,Yes,25,2006
MCP3044001K,No,25,2010
MCP20880007,No,40,2000
MCP20880007,Yes,40,2019
MCP2786001R,Yes,35,2017
MCP26270017,Yes,25,2015
MCP2040000N,Yes,40,2016
EJ7833003S,Yes,25,2018
MCP2921001X,No,0,2008
MCP23350011,Yes,35,2007
MCP2536001D,Yes,25,2005
MCP2536001D,No,25,2014
MCP1035000K,No,40,2012
MCP2837001J,Yes,40,2002
MCP2837001J,No,40,2011
MCP2552001Z,No,35,2000
MCP2552001Z,No,35,2002
MCP2552001Z,Yes,35,2014
MCP28310021,Yes,35,0
MCP2617003X,No,35,2001
MCP2617003X,Yes,35,2007
MCP2617003X,No,35,2017
MCP2617003X,No,35,2017
MCP2617003X,No,35,2015
MCP28930037,Yes,40,2015
MCP28930037,No,40,2006
EJ78390028,Yes,25,2011
MCP2892002R,Yes,35,2009
MCP2892002R,Yes,35,1999
MCP2892002R,No,35,2009
MCP29670028,Yes,35,2014
MCP29670028,No,35,2004
MCP29670028,No,35,2010
EJ78290034,No,25,2012
EJ78290034,Yes,25,1996
MCP2881002D,No,40,2017
MCP2881002D,Yes,40,2001
MCP2996000R,No,25,2017
MCP2996000R,Yes,25,2012
MCP13890017,No,25,2012
MCP13890017,Yes,25,2016
MCP229800F7,No,40,2003
MCP229800F7,Yes,40,2005
MCP2097000B,Yes,50,2004
EJ7856003H,Yes,35,2015
EJ7856003H,No,35,2009
MCP229800F6,No,25,2015
MCP229800F6,Yes,25,2005
MCP29520046,Yes,35,2006
MCP29520046,No,35,1998
MCP24730013,No,55,2006
MCP24730013,Yes,55,1999
MCP24730013,No,55,2003
MCP24730013,No,55,2015
MCP29520045,Yes,30,2007
MCP29520045,No,30,2011
MCP3048001C,No,35,2006
MCP3048001C,Yes,35,2017
MCP2916001N,Yes,15,2015
DD5502003G,Yes,40,2009
DD5502003G,No,40,2014
MCP2940001S,Yes,25,2017
EJ78580011,No,25,2014
EJ78580011,Yes,25,2001
MCP2891003Y,No,25,2003
MCP2891003Y,Yes,25,2011
MCP2848004Y,No,55,2007
MCP2848004Y,Yes,55,0
MCP1182001T,Yes,35,2017
MCP1182001T,No,35,2015
DD5610002Z,Yes,35,2004
DD5610002Z,No,35,2014
DD5610002Z,No,35,2006
MCP2425009W,Yes,40,2016
MCP2425009W,No,40,2015
MCP2425009W,No,40,1999
MCP28850020,No,30,2005
MCP28850020,Yes,30,0
MCP0617001P,Yes,35,2011
MCP0617001P,No,35,2010
MCP2916001M,Yes,35,2013
MCP2916001M,No,35,2014
MCP3045000P,No,35,2017
MCP3045000P,Yes,35,2007
MCP2934002N,No,40,2011
MCP2934002N,Yes,40,2011
MCP11740028,Yes,0,2011
MCP2853003Z,No,40,2015
MCP2853003Z,Yes,40,2014
MCP28450030,Yes,40,2003
MCP28450030,No,40,2013
MCP2209001V,Yes,35,1999
MCP24980012,No,50,2011
MCP25680009,Yes,40,1999
MCP2875002V,No,40,2014
MCP2875002V,Yes,35,2016
EJ78550022,No,35,2005
EJ78550022,Yes,35,1998
MCP1121002L,Yes,55,2010
MCP1121002L,No,55,2008
MCP1121002L,No,55,2009
MCP1213002T,Yes,35,2010
MCP2789003N,Yes,35,2008
MCP2512002Y,No,35,2008
MCP2512002Y,Yes,35,2014
HA2377000M,Yes,25,2004
MCP0487001N,Yes,25,2017
MCP3003001N,No,40,2007
MCP3003001N,Yes,40,2005
EJ7856003G,No,45,2005
EJ7856003G,Yes,45,2015
MCP2785002W,No,35,1998
MCP3045000N,Yes,35,2011
MCP3045000N,No,35,2010
MCP30210011,Yes,40,2012
MCP30210011,No,40,2002
MCP9301001G,Yes,50,2005
MCP9301001G,No,50,2004
MCP2568000C,Yes,10,2008
MCP22540019,No,45,2012
MCP22540019,Yes,45,2017
MCP9386004Y,No,30,2016
MCP9386004Y,Yes,35,2008
MCP21340013,Yes,35,2004
MCP9399000Y,No,35,2000
MCP9399000Y,Yes,35,2010
EJ78600010,Yes,50,2001
MCP2748000S,No,40,2009
MCP2748000S,Yes,40,2015
MCP30310015,Yes,35,2007
MCP30310015,No,35,2016
MCP2657001K,Yes,45,2004
MCP2657001K,No,30,2014
MCP2728003Y,Yes,25,2003
MCP2728003Y,No,40,2012
MCP2348002V,Yes,25,2013
MCP13890016,Yes,30,2010
MCP26080025,No,35,2014
MCP26080025,No,35,2013
MCP26080025,Yes,35,0
MCP26080025,No,35,2010
MCP2738002G,Unknown,25,2006
MCP2738002G,Unknown,25,2005
MCP1575005G,Yes,30,2016
MCP1575005G,No,30,2007
MCP2564001F,Yes,35,2017
MCP3048001B,Yes,25,2917
MCP3048001B,No,25,1998
MCP28770040,Unknown,15,2013
MCP28770040,Unknown,15,2007
MCP13340055,Yes,5,2003
MCP13340055,No,5,2013
MCP1220005H,Yes,25,2016
MCP22540018,No,35,2008
MCP22540018,Yes,35,2017
MCP2102000T,No,35,2011
MCP2102000T,Yes,35,2015
DM84340018,Yes,10,2004
MCP2398001T,Yes,40,2004
MCP2398001T,No,40,2017
DD56140035,Yes,25,2016
DD56140035,No,25,2012
DD5583002S,No,35,2016
DD5583002S,Yes,35,2016
MCP29870022,No,40,2017
MCP29870022,Yes,40,2006
MCP0036006M,Yes,30,2013
MCP0036006M,No,30,2012
MCP2583000G,Yes,50,2003
MCP2583000G,No,50,2019
MCP1342001L,No,35,1999
MCP1342001L,Yes,35,2003
DD56200019,Yes,15,2016
MCP3003001M,No,40,2010
MCP3003001M,Yes,40,2006
MCP21770026,Yes,25,2015
MCP21770026,No,25,2004
MCP29630017,No,25,2005
MCP29630017,Yes,25,2006
MCP2861002R,Yes,40,2013
MCP2861002R,Yes,40,2009
MCP2968001M,No,40,2015
MCP2968001M,Yes,40,2001
MCP30290015,Yes,5,2016
MCP1221003Q,No,45,2010
MCP1221003Q,Yes,45,2015
MCP3003001L,Yes,40,2008
MCP3003001L,No,40,2014
MCP2722002L,Yes,25,2016
MCP2722002L,No,40,2012
MCP1221003P,No,55,2013
MCP1221003P,Yes,55,2005
MCP08990028,Yes,30,2010
MCP08990028,No,30,2006
MCP2358003N,Yes,35,2003
MCP2358003N,No,35,1997
MCP2728003X,Yes,5,2009
MCP2877003Z,No,15,2015
MCP2877003Z,Yes,15,2016
MCP2594002N,Yes,10,2007
MCP3022000Z,Yes,25,2011
MCP1221003N,Yes,45,2014
MCP1221003N,No,45,2014
MCP2910003X,No,50,2014
MCP2910003X,Yes,50,2002
MCP2910003X,No,50,2000
MCP3020000X,Yes,35,2014
MCP3020000X,No,35,2012
MCP9422000G,Yes,35,2007
MCP21770025,No,35,2014
MCP21770025,Yes,35,2017
MCP2877003Y,Yes,25,2007
MCP2877003Y,No,25,2004
DD5583002R,Yes,0,0
MCP2094008Z,No,40,1999
MCP2094008Z,Yes,40,2015
MCP2727001J,Yes,25,2015
DD55380030,No,35,2009
DD55380030,Yes,35,2010
MCP1148001V,Yes,0,2013
MCP1220005G,No,40,2001
MCP1220005G,Yes,40,2002
MCP1417007Y,Yes,35,2009
MCP1417007Y,No,35,2009
MCP1417007Y,No,35,2016
MCP2929002B,No,40,2004
MCP2929002B,Yes,40,2017
MCP2954003N,No,30,2010
MCP2954003N,Yes,30,2001
MCP2789003M,Yes,35,2002
MCP2789003M,No,35,2012
EJ7865001D,Yes,30,2013
EJ7865001D,No,30,2012
MCP29610020,Yes,40,2005
MCP29610020,No,40,2007
MCP271700CP,Yes,35,2015
MCP271700CP,No,35,2011
MCP2904003R,No,35,2011
MCP2904003R,Yes,35,1999
MCP08990027,Yes,0,2011
MCP2676002T,Yes,40,2011
MCP2676002T,No,40,2004
MCP2676002T,No,40,2005
MCP2676002T,No,40,2004
MCP2425009V,Yes,30,2007
MCP2425009V,No,30,2009
MCP29640027,No,25,2008
MCP29640027,Yes,25,2007
MCP1563003Y,Yes,25,2006
MCP1563003Y,No,25,2013
MCP229800F5,No,55,2015
MCP229800F5,Yes,55,2003
MCP229800F5,No,55,2017
EJ7857001D,Yes,25,2012
EJ7857001D,No,25,2005
MCP29410026,Unknown,35,2015
MCP29410026,Unknown,35,2012
MCP20080043,No,45,2008
MCP20080043,Yes,45,2012
MCP2777003P,No,25,2012
MCP2777003P,Yes,25,2014
MCP26560020,Yes,50,0
MCP26560020,No,50,2017
MCP1417007X,No,35,2012
MCP1417007X,Yes,35,2015
MCP29640026,Yes,40,2013
MCP29640026,No,40,2005
MCP2531000S,Yes,15,2000
MCP271700CN,Yes,25,2002
MCP24110019,Yes,40,2008
MCP24110019,No,40,2008
MCP30260018,Yes,30,2011
MCP1417007W,No,35,2006
MCP1417007W,Yes,35,2002
MCP2932001M,Yes,25,2004
DD56140034,Yes,35,2017
DD56140034,No,35,2013
MCP2932001L,Yes,35,2005
MCP2932001L,No,35,2011
DD56140033,Yes,40,2002
DD5621001C,Yes,45,2006
DD5621001C,No,45,2009
MCP3005002R,Yes,40,2005
MCP3005002R,No,40,2007
MCP2594002M,Yes,40,2011
MCP2039002R,No,35,2012
MCP2039002R,Yes,25,2006
MCP2594002M,No,40,2017
MCP2016001W,Yes,40,2013
MCP2016001W,No,40,2017
MCP29230033,Yes,15,2011
MCP2959002W,Yes,40,2017
MCP2959002W,No,40,2015
MCP2651001C,No,25,2016
MCP2651001C,Yes,25,2002
MCP2749001V,Yes,35,2012
MCP2749001V,No,35,2004
MCP2749001V,No,35,2004
MCP2932001K,Yes,35,1997
MCP2932001K,No,35,2010
MCP2932001K,No,35,2007
MCP29520044,Yes,35,2016
MCP29520044,No,35,2006
MCP1580007C,No,30,1998
MCP1580007C,Yes,30,2008
MCP2863001R,No,35,2001
MCP2863001R,Yes,35,2007
MCP29780021,No,40,2003
MCP29780021,Yes,35,2015
MCP2675001G,Yes,35,2007
MCP2675001G,No,35,2011
MCP2975001T,Yes,20,2006
MCP26390027,Yes,35,2002
MCP26390027,No,35,2006
MCP2976002P,No,40,2012
MCP2976002P,Yes,40,2011
MCP29300018,Yes,30,2012
MCP2976002N,Yes,45,2017
MCP2976002N,No,45,2006
MCP2932001J,Yes,30,0
MCP2436003S,Yes,35,0
MCP2932001J,No,30,2012
MCP28590048,Yes,15,0
MCP2649000H,Yes,40,2012
MCP2649000H,No,45,2016
EJ78290033,Yes,25,2011
MCP26150021,No,50,2011
MCP26150021,Yes,50,2007
MCP27670033,Yes,35,2009
MCP27670033,No,35,2001
EJ7856003D,Yes,15,2015
MCP2946002L,Yes,40,2005
MCP2946002L,No,40,2015
MCP2683002S,No,35,2013
MCP2683002S,Yes,35,2006
MCP20080042,No,30,2015
MCP20080042,Yes,25,2015
EJ78290032,No,15,2004
EJ78290032,Yes,15,2005
MCP30390010,No,35,2006
MCP30390010,Yes,35,2010
MCP16040014,Yes,45,2013
MCP16040014,No,45,2012
MCP16040014,Yes,45,2013
MCP2031000S,Yes,35,2013
MCP2358003M,Yes,45,2000
MCP2358003M,No,45,2010
MCP20880006,No,40,2006
MCP2039002Q,No,45,2001
MCP2039002Q,Yes,45,2012
MCP3044001H,Yes,30,2011
MCP3044001H,Yes,30,2006
MCP2181001M,Yes,0,2012
MCP29700030,Yes,35,2001
MCP29700030,No,35,2009
MCP2031000R,Yes,0,2005
MCP2031000R,No,0,2016
DD56030047,Yes,40,2003
MCP26120026,Yes,35,1998
MCP26120026,No,35,2008
MCP2798003D,Yes,35,2006
MCP2885001Z,No,60,2010
EJ7836000Q,Yes,30,2002
MCP9134000P,Yes,30,2004
MCP27600019,Yes,35,2001
MCP2650000J,Yes,25,2013
MCP26770016,Yes,15,2006
MCP26770016,No,15,2006
MCP2534001Z,No,45,2012
MCP2534001Z,Yes,45,2000
MCP2986001Z,Yes,40,2009
MCP2754001F,Yes,30,2002
MCP2986001Z,No,40,2009
MCP2534001Y,Yes,25,2016
MCP2567000S,Yes,40,2011
MCP2567000S,No,40,2004
MCP2314000S,Yes,40,2006
MCP2314000S,No,35,2011
MCP2737002J,Yes,50,2011
MCP2314000T,Yes,40,2004
MCP2314000T,No,40,2003
MCP13930016,Yes,45,2005
EJ78290031,Yes,30,0
EJ78290031,No,30,2013
MCP1569000G,Yes,45,2010
MCP1569000G,No,45,2012
MCP2607002P,Yes,15,2015
MCP30370015,Yes,35,1998
MCP2892002Q,No,30,1995
MCP2892002Q,No,30,2014
MCP2892002Q,Yes,30,2003
MCP2251001Z,Yes,40,2014
EJ78390027,No,20,2007
EJ78390027,Yes,20,2010
MCP2358003L,Yes,35,2005
MCP2358003L,No,35,2008
MCP29520043,No,40,2015
MCP29520043,Yes,40,2007
MCP29650027,Yes,25,2015
MCP29650027,No,25,2008
MCP30330018,Yes,15,2017
MCP30330018,No,15,2015
MCP30330018,No,15,2007
MCP2191001T,No,35,2012
MCP2191001T,Yes,35,2017
MCP15190026,Yes,35,2015
MCP24460031,Yes,40,1993
MCP24460031,No,40,2014
MCP3023000Y,Yes,35,1998
MCP3023000Y,No,35,2014
MCP1202002J,Yes,25,2012
MCP2723002M,Yes,30,2014
MCP26870029,Yes,0,2008
MCP2723002M,No,30,2013
MCP29520041,Yes,35,2017
MCP29520041,No,35,2005
MCP21950019,Yes,5,2004
MCP12050036,Yes,25,2013
MCP12050036,No,25,2008
MCP2181001L,No,30,2013
MCP2181001L,Yes,30,1995
MCP2814001J,Yes,25,2001
MCP29630016,Yes,35,2004
MCP26270014,Yes,40,1996
MCP26770015,Yes,35,2009
MCP2654000W,No,15,2009
MCP2654000W,Yes,15,2016
MCP2975001S,No,35,2005
MCP2975001S,Yes,35,2007
MCP2534001X,No,0,2016
MCP2534001X,Yes,35,2001
MCP25350011,Yes,20,2004
MCP2737002H,Yes,35,2017
MCP2737002H,Yes,35,2003
MCP2954003M,No,30,2009
MCP2954003M,Yes,30,1998
MCP2569000Q,No,35,2014
MCP2569000Q,Yes,35,2011
MCP2905002Y,No,35,2011
MCP2905002Y,Yes,30,2010
MCP2339002S,Yes,25,2002
MCP2339002S,No,25,2011
MCP2339002S,No,25,2016
DM8451001B,No,25,2014
DM8451001B,Yes,25,2010
MCP2507001D,Yes,40,2012
MCP3022000Y,No,5,2013
MCP3022000Y,Yes,10,0
DD5595004F,No,25,2007
DD5595004F,Yes,25,2016
MCP27990032,No,30,2009
MCP27990032,Yes,30,2017
MCP2728003W,No,40,2010
MCP2728003W,Yes,25,2003
MCP229800F4,Yes,30,2008
MCP229800F4,No,30,2009
MCP26870028,Yes,25,2015
MCP26870028,No,25,2012
MCP2905002W,Yes,35,2009
MCP2905002W,No,35,2007
MCP2763001D,Yes,25,1999
MCP2763001D,No,10,2002
MCP2763001D,No,25,2011
MCP21770023,Yes,35,2005
MCP21770023,No,35,2015
MCP9113002T,No,40,2010
MCP9113002T,Yes,40,2013
MCP27260024,Yes,15,2015
MCP27260024,No,15,2017
EJ7856003C,Yes,15,0
MCP28820022,Yes,15,0
MCP3005002P,Yes,40,2000
MCP3005002P,No,40,2001
MCP1022007M,Yes,40,2011
MCP23470014,Yes,0,0
MCP23470014,No,0,2016
MCP2689003C,No,40,2011
MCP2689003C,Yes,40,2005
MCP29650026,No,45,2001
MCP29650026,Yes,45,2016
MCP2077001S,Yes,10,0
MCP2723002L,Yes,30,1998
MCP2723002L,No,30,2004
MCP28300039,Yes,40,1995
EJ78460029,Yes,35,2012
EJ78460029,No,35,2012
MCP1220005F,Yes,40,2008
MCP1220005F,No,40,2002
MCP06850036,Yes,35,1998
MCP06850036,No,35,2013
MCP2753002N,No,40,2003
MCP2753002N,Yes,40,2007
MCP1221003M,Yes,15,2002
MCP26630009,Yes,35,2011
MCP24380017,Yes,0,2011
MCP2739001G,Yes,25,2013
MCP2048001C,No,35,2002
MCP2048001C,No,35,2013
MCP2048001C,Yes,50,2007
MCP3017000C,Yes,35,2009
MCP3017000C,No,35,2014
MCP3017000C,No,35,2007
DD5615003W,No,30,2017
DD5615003W,Yes,30,2005
DD5502003F,Yes,5,2003
MCP2420002G,Yes,30,2002
MCP2420002G,No,30,1946
MCP2728003V,No,25,2001
MCP2728003V,Yes,25,2000
MCP2466001X,Yes,40,2014
MCP2466001X,No,40,2005
EJ78550021,Yes,25,2000
EJ78550021,No,25,2016
MCP2977002M,Yes,5,2002
MCP2977002M,No,0,2014
MCP2552001Y,No,30,2014
MCP2552001Y,Yes,35,2016
EJ7856003B,No,35,2008
EJ7856003B,Yes,35,2014
MCP2080000D,Yes,10,9999
MCP0934000F,No,25,2008
MCP0934000F,Yes,25,1999
MCP31040004,Yes,25,2005
MCP21770024,No,25,2011
MCP21770024,Yes,25,2015
MCP1022007L,Yes,30,2012
MCP23530047,No,40,1999
MCP23530047,No,40,2013
MCP23530047,Yes,40,2006
MCP29190038,No,30,2007
MCP29190038,Yes,30,1999
MCP29290028,Yes,25,0
MCP2549005Z,No,45,1985
MCP30180015,No,10,2014
MCP30180015,Yes,10,1992
MCP29870021,No,40,2007
MCP29870021,Yes,40,2006
DM84210012,Yes,5,1998
MCP2940001Q,No,35,1997
MCP2940001Q,Yes,35,2010
MCP2940001Q,No,35,2015
MCP1417007V,Yes,40,2012
MCP1417007V,No,40,2012
MCP2087001N,Yes,40,2008
MCP2087001N,No,40,2014
MCP1151006N,Yes,30,2012
MCP1151006N,No,40,2000
MCP2973003G,No,45,2013
MCP2973003G,Yes,45,2007
MCP2428000K,Yes,35,2001
MCP2428000K,No,35,2015
MCP2594002L,Yes,40,2000
MCP2950001F,Yes,35,2016
MCP28590047,Yes,30,2006
MCP28590047,No,30,2017
MCP2900002C,Yes,10,2005
MCP9399000X,No,35,2005
MCP9399000X,Yes,35,2009
MCP2971002T,Yes,40,1994
MCP2971002T,No,40,2013
MCP2971002T,No,40,2012
MCP2971002T,No,40,2003
MCP2420002F,No,50,2010
MCP2420002F,Yes,50,2011
MCP2879001F,Yes,35,2009
MCP2879001F,No,35,2006
MCP2866003S,No,35,1999
MCP2866003S,Yes,35,2015
MCP2866003S,No,35,2004
